state_code,num_employee_code,naics_code,inst_type_code,birth_date,sex,date_filed,closure_code,basis_code,issue_code,litigation_case_type
TX,D,336412.0,E,08/21/54,M,08/06/10,M3,OC,A3,
CA,D,525190.0,E,02/04/67,M,02/19/10,,NO,H2,
SC,A,,E,11/22/83,F,05/21/10,Y1,RB,B3,
AL,D,,E,09/29/65,F,03/04/10,M3,GF,H1,
OH,A,813319.0,G,01/13/47,F,03/23/10,M3,OA,T2,
SC,C,,E,12/25/70,M,11/17/09,M2,RB,O1,
NY,A,,E,10/26/55,M,08/23/10,,AO,W1,
FL,,624190.0,E,05/24/68,M,07/13/10,M3,OA,H2,
SC,,561720.0,E,03/08/58,M,01/20/10,M3,OR,D2,
GA,D,,E,11/26/68,F,11/04/09,M2,RB,H1,
MI,D,312120.0,E,01/05/55,M,04/07/10,M3,U1,B3,
TN,A,813930.0,E,06/16/65,M,11/10/09,M3,OA,U1,
NC,B,322211.0,E,11/11/65,M,10/26/09,,Z2,T2,
AZ,D,,G,,N,10/01/09,N2,OR,O1,
TX,D,448120.0,E,06/19/85,F,03/03/10,M3,AC,D2,
TX,D,721110.0,E,02/26/63,F,10/27/09,M3,OA,D3,
OH,B,324122.0,E,03/11/67,M,03/02/10,M3,RB,W1,
FL,A,922190.0,G,12/12/60,F,03/09/10,,OA,D2,
VA,A,,E,02/01/78,M,06/18/10,M2,NO,D2,
FL,A,623110.0,E,05/27/67,F,08/11/10,,RB,T2,
PA,B,561210.0,E,10/10/43,M,05/21/10,,RB,D2,
CA,A,,G,08/03/62,M,03/12/10,,OR,D3,
AZ,A,623110.0,E,06/22/57,M,06/17/10,M3,OA,D2,
NC,D,,E,03/15/54,M,04/22/10,N2,OA,H1,
MA,A,448140.0,E,11/09/90,F,05/04/10,M3,GF,C1,
PA,A,322232.0,E,10/08/51,M,06/24/10,,XC,C1,
PA,B,623110.0,E,11/05/87,F,07/07/10,M2,RM,H1,
GA,U,,E,,N,01/27/10,N2,GF,D2,
IN,C,,G,06/22/61,F,08/16/10,M3,GF,D3,
SC,D,333991.0,E,,M,03/05/10,,OR,D2,
UT,D,484121.0,E,06/25/55,F,04/19/10,M3,GF,S4,
NY,D,,E,12/18/79,M,11/09/09,M3,RM,D3,
TX,B,236220.0,E,11/06/72,M,09/07/10,M1,Z2,D2,
SC,D,611110.0,K,11/06/62,F,10/26/09,X2,WJ,T2,
IL,C,622110.0,E,05/20/55,F,01/19/10,Y2,OR,R6,
AL,A,,E,09/05/77,F,06/07/10,M3,OR,C1,
UT,A,,E,04/25/65,F,05/11/10,M3,OR,S4,
SC,D,623311.0,E,05/18/76,F,02/04/10,M1,RB,D2,
CO,D,444110.0,E,12/11/54,F,04/27/10,M2,GF,H1,
AL,A,,E,12/01/58,M,05/24/10,N2,GM,D2,
TX,C,485210.0,E,07/16/64,F,02/16/10,M2,OR,H1,
MD,D,485999.0,G,02/04/57,F,02/23/10,,OR,P3,
AZ,A,,E,09/20/52,F,02/12/10,M3,NM,W1,
WA,D,,E,07/14/74,F,09/24/10,M2,AO,T2,
NC,A,713990.0,E,06/20/49,M,03/15/10,M3,NE,H1,
LA,D,488490.0,E,03/08/49,F,08/10/10,M2,U2,D2,
OH,D,622110.0,E,04/12/66,F,08/20/10,M3,RB,D2,
OK,A,,E,07/29/66,F,09/10/10,M3,AJ,C1,
OH,A,621999.0,E,07/24/73,F,01/08/10,M2,AO,D2,
TN,D,561499.0,E,08/13/67,F,02/04/10,N2,UA,D3,
CA,D,611710.0,K,02/16/69,F,08/31/10,,NO,T2,
KY,D,493110.0,E,12/15/72,F,07/15/10,M3,RB,T2,
IL,D,561110.0,E,11/21/55,F,12/21/09,N2,NO,S5,
MS,A,493110.0,E,07/27/80,M,07/01/10,M3,RB,H2,
AZ,B,,E,04/28/77,F,08/24/10,,OR,S4,
IN,,336399.0,E,03/25/56,M,07/07/10,,Z3,T2,
MO,A,452112.0,E,07/16/86,F,09/14/10,N2,OR,T2,
NC,D,,E,03/20/50,F,05/10/10,,OA,H1,
NY,C,,I,11/28/51,F,07/27/10,,RB,O1,
AL,A,,E,03/08/60,M,08/25/10,M3,GM,T2,
FL,D,722110.0,E,08/04/68,F,08/23/10,M3,AC,O1,
CA,D,722211.0,E,10/09/55,M,01/14/10,,OA,T2,
OH,C,334310.0,E,11/19/62,F,03/15/10,M3,RB,S5,
GA,D,517919.0,E,,F,07/14/10,,OR,T2,
NC,A,311615.0,E,07/13/73,M,09/15/10,,NH,S5,
CO,,562219.0,E,12/12/63,M,09/23/10,N2,OR,D2,
NC,A,721110.0,E,12/15/40,F,08/12/10,,OA,T2,
PA,D,493110.0,E,,F,10/07/09,M3,VB,D2,
TX,,445299.0,E,08/30/84,F,05/28/10,M3,RI,L3,
IL,A,,E,06/10/65,F,10/09/09,,Z2,R6,
CA,C,561499.0,E,05/12/63,F,04/06/10,M3,OR,T2,
TX,D,611110.0,K,06/26/54,M,03/16/10,N2,NO,W1,
AZ,A,,E,07/13/64,M,01/25/10,Y1,YA,W1,
TX,D,,E,01/15/63,F,10/29/09,M3,OR,A3,
AL,C,611310.0,I,01/30/61,F,10/01/09,M3,OR,D2,
WA,A,,E,01/21/60,M,07/26/10,M3,NH,D2,
IL,A,441310.0,E,12/11/57,M,07/28/10,M3,OR,D2,
SC,C,623110.0,E,10/14/62,M,03/09/10,,OA,D2,
PA,D,,E,10/24/52,F,06/14/10,M3,U1,D2,
OK,D,,E,03/25/60,F,03/30/10,M1,RB,P3,
CA,C,451211.0,I,04/27/63,M,03/04/10,X2,OR,T2,
PR,U,,E,08/26/48,M,10/07/09,M3,OR,T2,
PA,D,,U,01/03/55,F,08/27/10,,T2,U1,
VA,D,,E,,N,01/25/10,,GM,S4,
IL,D,,G,01/30/63,F,06/08/10,M3,OA,T2,
CA,D,611699.0,G,10/25/62,F,04/22/10,X2,NH,D2,
CA,D,,E,03/23/64,M,01/08/10,,OR,D3,
OH,D,452112.0,E,08/06/67,F,01/15/10,M3,RB,D2,
CA,D,484122.0,E,06/04/58,F,09/02/10,X2,OR,D3,
TX,C,,G,05/22/56,F,01/07/10,N2,OR,D2,
AZ,D,424210.0,E,11/10/75,F,07/12/10,M3,GF,H2,
CA,,621491.0,E,07/24/49,F,07/22/10,M3,Z2,D2,
GA,U,,E,10/06/44,F,02/02/10,,OA,D2,
TX,A,,E,12/19/62,M,11/23/09,,OA,P3,
CA,U,,E,,N,05/13/10,N2,OR,H1,
MO,U,,E,09/13/44,F,08/11/10,,OA,S5,
GA,A,,E,06/25/61,M,10/28/09,M3,RB,D2,
KS,U,,G,04/07/50,M,11/19/09,N2,OR,W1,
PA,D,921190.0,G,12/03/46,F,06/03/10,,RB,D2,
TX,D,453910.0,E,12/06/52,M,04/21/10,,OR,H1,
NC,D,623312.0,E,03/25/61,F,06/28/10,,OR,D2,
PA,A,,E,12/07/58,M,12/10/09,,OR,T2,
WA,C,,E,01/31/68,F,03/17/10,M3,GF,T2,
TX,D,333924.0,E,12/17/84,M,01/21/10,M3,UE,D2,
CO,A,561440.0,E,12/31/48,F,05/07/10,M3,OA,T2,
GA,C,722110.0,E,08/19/62,M,12/23/09,,RB,D2,
NC,D,623312.0,E,03/25/61,F,06/28/10,,OA,D2,
PA,A,922120.0,G,,M,07/16/10,,VB,R6,
IL,D,445110.0,E,07/13/59,M,10/28/09,M3,OR,D2,
GA,,524291.0,E,11/05/52,F,06/25/10,M2,GF,D2,
AL,A,332114.0,E,01/30/75,M,10/07/09,N2,OR,T2,
NY,B,,E,04/18/81,F,11/23/09,M3,GF,O1,
NV,D,,E,09/18/61,F,10/26/09,,RS,C1,
LA,D,,K,06/19/69,M,12/17/09,M3,OR,D1,
FL,D,721199.0,E,03/17/51,F,03/09/10,,OA,T2,
AL,D,336211.0,E,09/16/77,F,01/22/10,M3,OR,D2,
MD,C,623311.0,E,04/30/82,M,06/02/10,,RB,D3,
FL,D,,G,06/13/68,F,06/18/10,,NO,H1,
LA,,,E,12/17/58,F,12/09/09,,GF,B1,
TX,D,336611.0,E,09/29/59,M,07/07/10,M3,RW,L1,
CA,D,445110.0,E,11/02/60,F,03/09/10,N2,OA,D2,
AL,D,,E,08/22/53,M,06/01/10,M3,GM,S5,
AZ,D,622110.0,G,03/21/57,F,08/02/10,M3,GF,H1,
OH,D,,E,10/10/75,M,08/19/10,M1,OR,D2,
CA,A,,E,09/15/57,F,12/01/09,,NM,L1,
NC,D,,E,09/25/63,M,07/22/10,M3,RB,H1,
NY,C,,E,08/28/66,F,07/12/10,M3,RW,H1,
WA,D,,G,03/12/73,M,11/18/09,M3,RW,P3,
MD,B,621610.0,E,11/19/66,F,04/23/10,,OA,W1,
MI,D,517910.0,E,10/15/74,F,02/10/10,,YA,D2,
PA,A,,E,01/01/59,F,11/05/09,N2,OA,D2,
SC,D,442299.0,E,03/30/77,M,02/09/10,N2,GM,T2,
MN,A,541512.0,E,10/08/70,M,07/30/10,M2,OR,D2,
NY,D,445110.0,E,,F,04/22/10,,OO,T2,
PA,B,,O,01/02/45,M,04/08/10,N2,OA,D2,
TX,D,,E,11/16/33,M,04/29/10,M2,RW,W1,
NY,D,,E,11/29/67,M,03/05/10,M3,RB,T2,
MI,D,,I,,F,10/16/09,M3,Z2,T2,
SC,D,522110.0,E,11/04/61,F,11/03/09,N2,OR,T2,
GA,U,,E,,N,05/24/10,M3,RB,D3,
OH,B,,E,07/31/88,F,08/03/10,M1,RB,H1,
FL,A,624110.0,G,03/15/63,F,02/18/10,,W2,D2,
NY,U,,I,,M,03/31/10,Y1,RB,T2,
FL,C,721110.0,E,03/29/58,M,06/14/10,,OR,H1,
AR,A,,E,01/03/73,M,04/19/10,M3,Z4,D3,
CO,A,,E,03/06/79,M,06/01/10,M2,NO,D2,
LA,A,622110.0,E,06/22/72,F,10/30/09,M3,GF,D2,
DE,U,,E,04/07/90,F,12/07/09,N2,GP,D2,
NY,B,,E,04/24/80,F,03/02/10,,OC,A3,
TX,D,524298.0,E,04/20/65,F,03/30/10,M3,Z2,D2,
NY,C,,E,06/17/67,F,07/07/10,M3,NH,D2,
WI,D,446110.0,E,12/28/74,F,10/21/09,M3,OR,H1,
OK,D,,U,02/17/75,F,04/20/10,N2,OR,R1,
NY,D,,G,11/15/58,F,01/25/10,M3,OR,R2,
TX,D,,E,05/10/62,M,05/27/10,M3,GM,D2,
IL,A,522110.0,E,09/20/66,F,03/26/10,N2,NH,D2,
FL,A,541711.0,E,09/27/87,F,06/29/10,,RW,C1,
PA,D,,E,02/27/60,M,08/10/10,,RB,D2,
OR,A,721110.0,E,08/31/81,M,10/13/09,M3,RB,L1,
FL,A,722110.0,E,06/17/60,M,03/03/10,,NO,E1,
FL,,531110.0,E,06/18/49,M,05/26/10,,OA,T2,
IN,C,,E,,M,04/28/10,M3,Z4,D2,
WA,D,452111.0,E,06/27/51,M,06/11/10,M3,OA,D2,
CO,A,,E,11/20/47,N,04/06/10,,Z2,D2,
IL,D,423850.0,E,11/18/61,F,01/20/10,M3,OA,D2,
TX,C,339950.0,E,03/09/81,M,01/11/10,,OR,T2,
GA,D,621999.0,E,09/06/69,M,07/23/10,,RB,H1,
TN,D,453998.0,E,08/24/44,F,06/15/10,,RB,D2,
AZ,C,,E,12/29/58,M,07/15/10,N2,OR,D2,
AR,A,722110.0,E,08/13/91,F,04/07/10,,GF,D1,
PA,D,,E,03/16/90,F,06/02/10,M3,GF,D2,
SC,D,323111.0,E,02/06/62,M,02/19/10,M3,RB,D1,
CA,D,611110.0,K,01/24/49,F,10/29/09,,OR,T2,
PA,D,524114.0,E,08/26/48,F,04/21/10,,Z3,R5,
WA,A,,E,03/14/54,F,03/04/10,M3,OR,T2,
CA,D,722110.0,E,07/27/58,F,10/29/09,M3,OC,T2,
GA,U,452111.0,E,12/18/54,F,05/05/10,M3,OR,D2,
CA,A,,E,11/05/70,F,06/15/10,M2,WH,H1,
CA,U,,E,01/14/65,F,11/10/09,,UA,C1,
TX,C,,E,,N,01/22/10,X1,GP,A3,
TX,A,,E,03/07/48,M,10/21/09,M5,OR,C1,
IN,A,311612.0,E,03/15/67,F,06/15/10,M3,OA,T2,
TX,D,524128.0,E,12/18/80,F,01/20/10,M3,OR,D3,
AL,A,,E,09/13/65,F,06/30/10,M3,OR,T2,
NY,D,,G,05/16/86,M,10/21/09,M3,OR,D2,
TX,D,517110.0,E,05/14/58,N,04/26/10,,T3,H1,
PA,B,,G,07/18/56,F,11/03/09,M3,GF,T4,
AZ,B,,E,12/18/43,M,08/03/10,M3,OA,C1,
NY,C,621610.0,E,,F,03/17/10,M3,T7,P4,
NY,D,,G,03/04/66,M,05/10/10,M3,NH,H1,
FL,C,,G,09/28/67,F,06/22/10,M1,U6,D1,
TX,B,,E,03/11/81,F,08/30/10,,RB,C1,
CO,D,,E,07/24/54,M,05/27/10,M3,OA,D3,
IL,C,237990.0,E,,F,10/01/09,M2,GF,S4,
OH,,325120.0,E,09/05/70,F,11/12/09,N2,GF,D2,
CO,D,524126.0,E,06/25/51,M,12/21/09,M3,OA,T2,
IL,D,312111.0,E,01/02/73,M,08/11/10,,OC,T2,
PA,B,488490.0,E,12/22/68,F,09/07/10,,Z2,R6,
MS,,621111.0,E,02/14/45,F,09/03/10,M1,OA,D2,
MI,D,,E,09/01/43,M,12/21/09,M3,W3,D2,
TX,B,,I,12/15/75,M,02/19/10,M3,,E1,
AL,A,,E,02/05/82,F,06/04/10,M2,GF,S4,
NY,U,,E,,F,01/19/10,,GF,T2,
PA,D,,E,09/15/80,F,08/06/10,,OR,D2,
TX,D,443120.0,E,02/27/85,F,03/16/10,M3,GP,H1,
TX,D,488490.0,E,,N,10/01/09,M2,RB,D2,
MD,A,623990.0,E,02/07/46,M,11/30/09,,OA,S5,
NC,A,,E,07/02/61,F,09/01/10,M3,Z2,D2,
NY,D,452910.0,E,12/25/45,M,04/23/10,M3,NH,T2,
VA,D,,E,01/19/68,F,05/04/10,N2,OR,H1,
NC,D,622110.0,E,06/13/77,F,03/19/10,M3,RW,D2,
MD,C,,E,07/13/62,M,01/12/10,,VB,R6,
TX,D,,E,05/10/65,F,04/16/10,M2,OR,D3,
GA,D,446110.0,E,12/16/84,F,05/05/10,,OR,D2,
NC,A,111998.0,E,02/12/86,M,09/27/10,M3,NO,H1,
LA,D,,K,06/20/46,M,04/20/10,N2,OR,D2,
GA,A,,E,12/01/66,M,09/17/10,,OR,D2,
NY,D,221122.0,E,11/21/58,F,03/23/10,M3,OR,W1,
AL,D,,I,07/26/64,F,04/08/10,M3,RB,D1,
GA,C,422690.0,E,09/21/67,M,11/02/09,,OR,H1,
IN,D,452112.0,E,,F,12/18/09,M1,UC,A3,
IN,D,,E,,M,12/04/09,M3,GM,W1,
NC,D,622110.0,E,07/02/68,F,09/20/10,,OR,H1,
FL,A,,E,,M,06/03/10,,OR,W1,
TN,A,,E,12/14/70,F,06/03/10,,OR,D2,
CA,C,621491.0,E,12/08/69,F,05/12/10,,RB,D3,
GA,D,452910.0,E,12/16/44,M,09/20/10,,Z2,R6,
CA,D,813930.0,U,12/13/58,F,01/25/10,M3,GF,H1,
PR,D,926140.0,G,01/12/59,F,07/15/10,M3,Z2,R6,
CA,A,722110.0,E,01/18/81,F,03/24/10,,NM,L3,
NY,D,561612.0,E,01/04/73,M,12/15/09,M3,OR,D2,
WA,D,336411.0,E,01/07/60,M,08/10/10,M3,RB,D2,
NM,A,441120.0,E,06/12/84,M,08/03/10,,NH,T2,
IL,A,,G,02/15/40,F,09/23/10,M3,RB,T2,
DE,D,421120.0,E,12/17/57,M,12/30/09,N2,OR,D2,
SC,A,621111.0,E,03/18/76,F,08/19/10,,GF,S4,
FL,D,,E,01/30/64,F,07/14/10,M3,OA,D2,
PA,A,623990.0,E,06/21/64,F,03/09/10,N2,RB,T2,
PA,D,452111.0,E,04/04/70,M,11/02/09,M3,Z4,H1,
VA,D,493110.0,E,,F,01/11/10,,GF,H1,
IN,B,,E,01/25/66,F,05/27/10,M3,OA,S5,
NY,D,,K,07/11/58,F,09/08/10,,XC,T2,
LA,D,,E,09/27/76,M,05/04/10,,RB,T2,
TX,D,,E,07/03/62,F,04/21/10,M3,GF,T2,
TX,D,,E,08/16/45,M,04/29/10,M3,OR,T2,
GA,A,335999.0,E,01/04/71,M,12/11/09,M3,NO,D2,
PA,A,721110.0,E,03/13/60,M,07/12/10,,OR,D2,
FL,A,551111.0,E,07/31/65,F,09/09/10,,OR,D1,
NY,B,,E,01/05/79,F,01/22/10,M2,NO,D2,
CO,D,482111.0,E,01/18/70,F,12/03/09,M3,GF,D2,
AL,C,525990.0,E,06/01/82,F,08/04/10,,RB,P5,
CO,A,,E,,F,11/18/09,M1,GF,A3,
GA,C,722110.0,E,12/30/67,M,02/16/10,M3,OR,D2,
MO,D,484121.0,E,10/30/81,F,10/06/09,M3,,H2,
NY,A,,E,01/19/72,F,04/29/10,,T3,T2,
MI,C,,E,07/10/61,M,06/28/10,Y1,OR,D2,
MI,A,333298.0,E,07/12/76,M,05/24/10,M3,OR,D2,
TX,C,712190.0,G,08/28/57,F,03/16/10,M3,OA,D2,
FL,C,,E,08/26/76,M,06/10/10,,NO,H1,
MO,C,,G,07/28/56,F,08/03/10,M3,RB,T2,
MA,U,813930.0,U,05/24/55,N,08/13/10,M3,NO,O1,
PA,C,623311.0,E,06/11/69,,04/20/10,,OC,D3,
WA,C,623311.0,E,01/26/60,F,02/05/10,M3,T3,D2,
FL,C,621498.0,G,01/01/54,F,05/18/10,M3,RW,D2,
IN,U,,E,12/03/60,F,05/26/10,M3,OR,P3,
CA,D,444110.0,E,06/06/61,M,12/15/09,M2,AM,R6,
NY,A,,E,10/09/44,M,08/09/10,,W4,D2,
CA,D,522110.0,E,02/09/64,F,01/05/10,Y2,OA,P3,
IL,A,521110.0,E,08/04/68,F,07/23/10,M2,GF,D3,
IN,A,,N,04/13/53,F,07/13/10,M2,OA,D2,
TN,A,813410.0,E,08/07/67,M,11/04/09,M3,OA,D2,
AL,A,,E,01/28/79,F,02/23/10,M3,OR,D2,
FL,D,722110.0,E,01/24/76,F,03/24/10,,OR,H1,
PA,A,,E,12/30/51,F,03/05/10,M5,Z4,P4,Class
OH,U,441120.0,E,04/22/56,F,07/28/10,M1,OR,H1,
CO,A,722110.0,O,,N,09/16/10,M1,OR,D2,
CA,D,922190.0,G,12/23/66,M,07/23/10,,OA,T2,
IN,,713290.0,E,11/12/85,M,02/12/10,M3,GM,I1,
NY,C,,E,11/03/84,M,01/13/10,,NH,D2,
NY,A,,K,09/03/65,F,06/22/10,,Z1,D3,
OH,C,921120.0,G,10/29/64,M,08/17/10,M3,OR,S5,
NC,C,339999.0,E,07/08/65,F,05/07/10,,AC,D2,
AK,B,622110.0,E,03/21/52,N,07/26/10,Y1,RS,T2,
NC,C,313312.0,E,11/11/63,F,08/31/10,M2,GF,H1,
IN,,322212.0,E,06/18/57,F,06/25/10,M4,T3,D2,
PA,A,451110.0,E,09/25/46,M,05/07/10,M2,OA,P3,
NY,D,,E,09/23/79,F,04/23/10,M3,GP,T2,
FL,U,446110.0,E,05/29/63,F,01/21/10,,T2,D3,
CA,D,,E,05/20/66,F,03/23/10,M2,T3,L1,
NV,D,,E,04/13/50,M,09/24/10,,Z1,R6,
FL,A,722110.0,E,12/09/65,F,06/16/10,,RB,D2,
HI,D,,E,12/10/60,M,08/30/10,N2,NO,C1,
NC,A,111998.0,E,02/12/86,M,09/27/10,M3,NO,C1,
FL,C,452111.0,E,,M,01/05/10,M3,RB,D3,
MO,D,,E,06/06/64,F,03/17/10,,OA,P3,
TN,D,611710.0,K,06/11/52,M,03/11/10,,GM,D2,
MS,U,,U,11/05/68,F,09/28/10,,OR,R1,
TX,D,453998.0,E,04/27/87,F,08/25/10,,RW,T2,
VA,A,452111.0,E,02/12/79,M,05/24/10,Y2,RB,D2,
IL,D,541219.0,E,04/11/62,F,08/12/10,M3,OR,T2,
IN,A,,E,12/23/65,M,08/18/10,N2,OR,H1,
PA,A,332999.0,E,06/08/69,M,11/30/09,,OR,H1,
TX,D,,E,03/09/60,M,05/21/10,M3,OA,O1,
IL,C,621999.0,E,01/19/73,F,01/12/10,M3,RB,T2,
IN,A,,E,02/26/54,M,10/07/09,Y2,OA,T2,
DC,U,,E,04/11/62,F,08/12/10,M3,Z2,I1,
FL,D,921190.0,G,08/13/66,F,09/10/10,,UB,H1,
IL,A,,E,12/26/56,M,06/03/10,M3,Z2,D2,
IN,D,,G,10/11/69,F,03/29/10,M3,OR,T2,
MD,D,,G,03/22/54,F,02/04/10,,OA,A3,
CO,D,221119.0,E,08/23/66,M,06/15/10,M3,TN,H1,
MS,C,623220.0,E,01/05/60,F,05/06/10,,GF,H1,
GA,C,,E,06/19/61,F,12/16/09,M2,OR,R6,
CA,A,,E,04/17/72,M,07/29/10,,NH,D2,
TX,A,611699.0,E,08/22/80,F,10/14/09,M3,Z5,B3,
NC,A,,E,09/06/62,M,05/18/10,,OR,L1,
GA,A,518210.0,E,02/10/53,F,03/24/10,Y1,RB,W1,
FL,A,541990.0,E,05/18/47,F,03/03/10,M3,OA,W1,
CA,D,813930.0,U,,N,07/12/10,N2,Z2,R6,
NC,D,622110.0,E,09/25/58,F,03/30/10,,T3,H1,
MS,B,721120.0,E,05/08/62,M,11/23/09,M3,RB,R4,
TX,,315299.0,E,07/24/58,M,05/25/10,M3,RW,D3,
OH,C,,E,10/18/62,F,07/16/10,M3,OA,H1,
TN,C,452910.0,E,02/25/75,F,05/13/10,M2,T2,P3,
ID,A,,E,01/04/57,M,08/11/10,M3,OA,D2,
SC,C,445110.0,E,02/01/60,M,06/01/10,M3,Z4,I1,
CA,A,112120.0,E,02/23/59,M,08/12/10,M3,OR,H1,
GA,,336111.0,E,04/25/70,M,04/01/10,,OR,D2,Individual
NV,U,,E,,N,10/27/09,M3,T3,D2,
IN,D,,E,02/15/61,F,12/01/09,M3,OA,A3,
HI,A,,E,05/11/61,F,08/11/10,M3,VB,D2,
LA,A,,E,09/13/74,M,08/18/10,,RB,P3,
PA,D,,E,03/01/55,F,11/02/09,M3,Z4,T2,
NY,A,,E,01/20/58,F,01/11/10,Y2,GF,C1,
LA,D,,G,02/02/67,M,03/12/10,N2,NO,H1,
NJ,U,721110.0,E,08/16/86,F,03/12/10,,GP,C1,
AL,A,921190.0,G,09/22/54,M,03/10/10,M3,Z1,D2,
NV,,541990.0,G,10/08/55,M,04/13/10,,OA,L1,
OH,B,624190.0,E,09/12/64,F,09/13/10,M3,RW,T2,
MA,A,,E,06/14/69,F,12/04/09,,Z2,M1,
FL,A,519190.0,E,06/02/70,F,12/16/09,M3,GF,I1,
AL,B,921190.0,G,12/23/52,F,01/26/10,N2,OR,W1,
CA,D,,E,07/19/48,F,09/28/10,,RW,T2,
CA,D,921190.0,G,07/12/46,M,11/23/09,M3,NO,H1,
IL,D,326199.0,E,01/01/70,N,08/27/10,Y1,OR,T2,
NY,D,,E,07/18/72,F,02/12/10,,T3,B3,
CA,,325412.0,E,,M,01/11/10,M3,NO,D2,
VA,A,722110.0,E,04/12/59,F,11/18/09,M3,OR,D3,
TX,B,,E,08/19/70,F,02/22/10,M3,GF,H1,
NY,D,,K,02/23/51,F,07/16/10,,NO,O1,
TX,D,,E,08/12/63,M,07/22/10,,GM,H1,
AL,A,,E,,F,08/18/10,,OR,D2,
TN,B,,E,03/15/85,F,03/17/10,M3,RB,D2,
PA,D,623110.0,E,04/17/53,M,06/01/10,,OR,R4,
FL,U,,G,02/23/73,F,05/05/10,,OR,D2,
NV,D,,E,04/13/50,M,09/24/10,,NH,T2,
TN,D,611710.0,I,05/20/71,F,07/06/10,,RB,D3,
GA,A,,E,08/23/66,M,03/18/10,,OA,H1,
VA,C,721110.0,E,,F,08/16/10,M3,RB,W1,
AZ,D,,E,04/07/55,F,12/15/09,M2,GF,D3,
IL,A,484110.0,E,05/23/48,M,08/18/10,M3,OA,H2,
IL,B,611310.0,E,,N,04/27/10,M2,RS,H1,
GA,A,,E,09/03/51,M,07/06/10,Y2,OA,A3,
KY,,323110.0,E,04/03/65,F,02/08/10,M3,OA,C1,
OH,A,,E,08/31/58,M,03/05/10,M3,Z2,D3,
IL,D,922130.0,E,,F,10/22/09,M2,OR,P3,
AZ,D,561612.0,E,07/23/47,F,05/28/10,,OR,I1,
NY,D,541810.0,E,09/16/69,F,07/30/10,,NH,D2,
MS,A,,E,12/30/48,M,07/29/10,M2,OA,D2,
AR,A,,G,07/18/50,F,05/17/10,M2,WL,C1,
FL,A,622110.0,E,06/26/49,F,04/27/10,,OA,D2,
GA,,,E,03/13/69,M,05/26/10,,RB,D2,
AL,B,,G,05/10/50,F,02/09/10,,GF,P3,
KY,D,452910.0,E,09/11/53,F,01/07/10,N2,U2,T2,
CO,D,522110.0,E,05/20/69,F,07/01/10,M1,OR,T2,
AZ,D,,E,02/05/69,F,10/27/09,M3,Z2,B3,
MS,,622110.0,E,09/23/40,F,05/20/10,M2,OA,L1,
IL,B,,G,09/08/76,M,10/16/09,,OR,T2,
NY,A,,E,08/01/83,M,10/06/09,M3,OR,T2,
GA,D,,E,10/23/69,M,01/06/10,N2,OR,D2,
AZ,D,622110.0,E,11/01/48,F,07/15/10,M2,UB,R6,
MD,U,445110.0,E,05/10/65,F,12/10/09,,Z2,T2,
MD,A,561720.0,E,09/04/60,F,05/10/10,M3,GF,H1,
AL,A,,E,08/10/55,F,06/07/10,M3,OA,D2,
PA,A,,E,10/24/67,F,05/13/10,N2,GF,S4,
PA,A,623110.0,E,12/03/74,F,03/31/10,M2,Z3,D2,
IL,D,444110.0,E,04/30/43,F,06/07/10,M2,RW,D2,
WI,D,332998.0,E,11/24/49,M,09/07/10,M3,W3,D2,
IL,D,541219.0,G,05/07/51,M,01/21/10,,OR,P3,
DC,A,,K,04/05/52,F,10/20/09,,GF,D2,
GA,B,,E,01/23/61,F,07/07/10,M1,OA,D2,
NY,B,,E,05/25/84,F,09/27/10,,GF,O1,
PA,B,,E,07/18/51,F,03/10/10,M5,Z4,P4,Class
WV,D,517110.0,E,03/28/71,F,07/07/10,M3,RW,T2,
MO,D,,E,06/07/45,M,11/13/09,N2,OA,D2,
IL,D,423610.0,E,10/20/59,F,02/18/10,,OR,H1,
AZ,D,522390.0,E,06/28/44,F,09/03/10,M3,T2,R6,
FL,D,485410.0,K,04/01/48,F,11/04/09,M3,OA,A3,
FL,A,441310.0,E,07/16/45,M,03/16/10,,NH,H1,
FL,D,446110.0,E,10/08/55,F,06/02/10,M2,RB,I1,
SC,B,721199.0,E,10/25/82,F,05/06/10,M2,GP,D2,
KY,B,561720.0,E,10/31/43,M,05/25/10,,OA,D2,
NC,D,523991.0,E,10/17/69,F,09/24/10,,OR,W1,
IN,D,561612.0,E,08/10/45,M,02/16/10,M3,OR,I1,
CA,A,721110.0,E,05/29/78,F,02/23/10,,GF,T2,
FL,A,925110.0,E,12/18/60,F,09/15/10,,OR,H1,
CA,A,,E,01/14/75,F,05/21/10,,OR,S5,
CA,U,,G,,N,01/20/10,N2,AO,W1,
AR,,622110.0,E,04/22/53,F,10/13/09,M3,OA,D2,
TX,,238220.0,E,07/30/54,M,04/26/10,M3,RB,L1,
AK,D,311712.0,E,10/05/63,F,09/02/10,,NM,T2,
GA,D,522220.0,E,02/03/82,F,08/27/10,,OR,I1,
IN,B,,E,01/07/68,F,09/13/10,M3,WG,D3,
AZ,D,611699.0,K,04/15/46,M,02/11/10,M3,OA,D3,
FL,B,812320.0,E,01/25/62,M,03/24/10,N2,U2,H1,
IL,A,561499.0,E,,M,02/26/10,N2,GM,S4,
IA,A,,E,,F,12/15/09,,GF,C1,
NC,U,,E,02/13/57,M,03/15/10,,GM,T2,
NY,B,,E,04/24/80,F,03/02/10,,OC,W1,
